phase,account_node,account_id,is_fraud_account,degree,weighted_degree,connected_device_count,connected_ip_count,connected_merchant_count,shared_device_count,shared_ip_count,proj_degree,proj_weighted_degree,community_id_louvain,community_id_lpa
T3,account:0db297db-9942-4450-8128-5c2f5b5c52ac,0db297db-9942-4450-8128-5c2f5b5c52ac,False,3,3.0,1,1,1,1,1,24,24,37,0
T3,account:2a7c1784-69ab-4df1-909d-31ad8675233a,2a7c1784-69ab-4df1-909d-31ad8675233a,False,5,6.0,1,2,2,1,2,35,35,37,0
T3,account:74e8ed82-1809-442b-9522-f300e2c4b277,74e8ed82-1809-442b-9522-f300e2c4b277,False,9,15.0,1,4,4,1,4,96,97,12,0
T3,account:09f11333-8940-4f63-a5a9-d361001260ae,09f11333-8940-4f63-a5a9-d361001260ae,False,7,9.0,3,2,2,3,2,68,68,14,0
T3,account:495de26f-7bfd-45ba-8cd9-fb1f6210cffd,495de26f-7bfd-45ba-8cd9-fb1f6210cffd,False,6,6.0,2,2,2,2,2,63,64,37,0
T3,account:ee6dc7bb-540f-4090-ad85-4282b08df034,ee6dc7bb-540f-4090-ad85-4282b08df034,False,5,9.0,1,1,3,1,1,63,64,78,0
T3,account:23a1fb41-88f3-4d83-bc30-519326126741,23a1fb41-88f3-4d83-bc30-519326126741,False,7,12.0,3,1,3,3,1,71,73,21,0
T3,account:89b9a09b-13f3-42d8-bb7f-bef0000be70d,89b9a09b-13f3-42d8-bb7f-bef0000be70d,False,7,9.0,3,1,3,3,1,58,60,22,0
T3,account:be8d5920-9056-4b70-a25c-5e761dc21754,be8d5920-9056-4b70-a25c-5e761dc21754,False,7,15.0,2,2,3,2,2,76,76,72,0
T3,account:40eb5b1d-4bc3-4a9d-be54-b9e642e1d451,40eb5b1d-4bc3-4a9d-be54-b9e642e1d451,False,3,3.0,1,1,1,1,1,43,43,45,0
T3,account:ca8a1ac2-e8d9-40c2-be1e-b3782309b64d,ca8a1ac2-e8d9-40c2-be1e-b3782309b64d,False,7,9.0,3,3,1,3,3,59,59,37,0
T3,account:a827e4e0-f598-4570-abd6-9b5a255729db,a827e4e0-f598-4570-abd6-9b5a255729db,False,3,3.0,1,1,1,1,1,29,29,1,0
T3,account:b93888ea-6bda-459c-84bc-0c0494b81312,b93888ea-6bda-459c-84bc-0c0494b81312,False,3,9.0,1,1,1,1,1,32,32,72,0
T3,account:a23784d5-3de3-428d-bcfe-96e0a03c8807,a23784d5-3de3-428d-bcfe-96e0a03c8807,False,5,6.0,1,2,2,1,2,47,47,69,0
T3,account:e01923e9-0927-4d27-9378-e9066bba67aa,e01923e9-0927-4d27-9378-e9066bba67aa,False,7,12.0,2,3,2,2,3,54,55,78,0
T3,account:e9ac696b-d2ec-4c54-97dd-917e234dd2b0,e9ac696b-d2ec-4c54-97dd-917e234dd2b0,False,4,12.0,1,1,2,1,1,50,50,37,0
T3,account:d4f2b817-b71d-4829-9b4f-03ec07a1ed72,d4f2b817-b71d-4829-9b4f-03ec07a1ed72,False,7,18.0,3,1,3,3,1,89,92,21,0
T3,account:c81ef89a-4c0b-4314-aa86-c2a92ecb7c96,c81ef89a-4c0b-4314-aa86-c2a92ecb7c96,False,6,9.0,1,2,3,1,2,75,75,78,0
T3,account:e99a471b-6d4f-40fd-a758-b54af4f08cdc,e99a471b-6d4f-40fd-a758-b54af4f08cdc,False,3,12.0,1,1,1,1,1,29,29,78,0
T3,account:51a3e22d-05aa-4800-99f2-be5b376d510a,51a3e22d-05aa-4800-99f2-be5b376d510a,False,9,18.0,3,2,4,3,1,83,84,71,0
T3,account:176898d4-97a2-4442-b4bf-4f5b4a20aa9d,176898d4-97a2-4442-b4bf-4f5b4a20aa9d,False,4,12.0,2,1,1,2,1,35,36,58,0
T3,account:0198787e-0079-4b84-bd69-7082b1138c5b,0198787e-0079-4b84-bd69-7082b1138c5b,False,3,12.0,1,1,1,1,1,31,31,58,0
T3,account:5b01f712-8754-4a70-93a0-13da6ed73b2f,5b01f712-8754-4a70-93a0-13da6ed73b2f,False,11,21.0,4,4,3,4,4,95,96,46,0
T3,account:3960deaf-1347-4d77-bf3f-07b7f6f690a6,3960deaf-1347-4d77-bf3f-07b7f6f690a6,False,4,12.0,1,1,2,1,1,59,59,29,0
T3,account:fb3dc606-1284-46ac-9111-de8dd8489da5,fb3dc606-1284-46ac-9111-de8dd8489da5,False,6,18.0,2,2,2,2,2,57,57,46,0
T3,account:da680ce5-596d-4b08-9e6e-5e6d80911bf3,da680ce5-596d-4b08-9e6e-5e6d80911bf3,False,3,3.0,1,1,1,1,1,23,23,1,0
T3,account:6b3f92c6-b8df-4bc5-ae8d-6a1a4688df16,6b3f92c6-b8df-4bc5-ae8d-6a1a4688df16,False,6,9.0,1,2,3,1,2,65,65,72,0
T3,account:f6b993cd-43a3-478e-9dac-e9dc37cca06e,f6b993cd-43a3-478e-9dac-e9dc37cca06e,False,3,3.0,1,1,1,1,1,21,21,46,0
T3,account:dd4089cf-b728-4628-afcc-0424c985a431,dd4089cf-b728-4628-afcc-0424c985a431,False,9,27.0,2,1,6,2,1,133,136,70,0
T3,account:0dd609d4-8097-4401-acdd-b5ef9e5b332c,0dd609d4-8097-4401-acdd-b5ef9e5b332c,False,5,15.0,1,2,2,1,2,59,60,70,0
T3,account:c55332d5-2b96-420c-ba14-ebb2b9db18ac,c55332d5-2b96-420c-ba14-ebb2b9db18ac,False,3,6.0,1,1,1,1,1,33,34,54,0
T3,account:4f44a8d0-5e88-4ebe-89f3-2b7d71d59a59,4f44a8d0-5e88-4ebe-89f3-2b7d71d59a59,False,4,15.0,1,1,2,1,1,50,50,52,0
T3,account:a76935a0-fa6b-486d-bc2a-d36101629621,a76935a0-fa6b-486d-bc2a-d36101629621,False,7,12.0,2,2,3,2,2,70,71,12,0
T3,account:96713373-1ff9-4df7-b9cb-49ff5cbb7d42,96713373-1ff9-4df7-b9cb-49ff5cbb7d42,False,5,6.0,2,1,2,2,1,42,43,12,0
T3,account:4dee903b-0c16-4592-8e98-fcfd90671c99,4dee903b-0c16-4592-8e98-fcfd90671c99,False,6,9.0,2,2,2,2,2,72,73,71,0
T3,account:7a36ec11-3298-49a6-afa8-d69ea28f986e,7a36ec11-3298-49a6-afa8-d69ea28f986e,False,6,12.0,2,1,3,2,1,68,70,72,0
T3,account:0badcaef-bb28-410b-88b2-8aa7260812d2,0badcaef-bb28-410b-88b2-8aa7260812d2,False,0,0.0,0,0,0,0,0,0,0,15,12
T3,account:70766850-7ba7-466a-bdfe-095a208a3ded,70766850-7ba7-466a-bdfe-095a208a3ded,False,6,12.0,2,1,3,2,1,78,78,29,0
T3,account:ade218a0-9314-425a-b77f-e664dd1638e8,ade218a0-9314-425a-b77f-e664dd1638e8,False,3,3.0,1,1,1,1,1,33,33,12,0
T3,account:ffbe0ae8-41fc-47d8-b2f6-9e1469c1ca9c,ffbe0ae8-41fc-47d8-b2f6-9e1469c1ca9c,False,5,15.0,1,1,3,1,1,64,66,71,0
T3,account:f8e4b81f-5c1e-470f-8105-71555a5e449e,f8e4b81f-5c1e-470f-8105-71555a5e449e,False,6,9.0,2,1,3,2,1,58,59,54,0
T3,account:0b80aaab-2614-4587-8280-7b0d5eb19ebd,0b80aaab-2614-4587-8280-7b0d5eb19ebd,False,6,9.0,2,2,2,2,2,54,55,22,0
T3,account:601bb07b-2197-47a0-bf63-7c6007abf76a,601bb07b-2197-47a0-bf63-7c6007abf76a,False,6,12.0,1,2,3,1,2,82,82,12,0
T3,account:611833fa-4729-4bfd-894f-ae04528c77de,611833fa-4729-4bfd-894f-ae04528c77de,False,8,18.0,1,2,5,1,2,121,122,12,0
T3,account:1a31f825-e939-432c-ac2f-4aa5561d7858,1a31f825-e939-432c-ac2f-4aa5561d7858,False,6,9.0,2,2,2,2,2,58,59,1,0
T3,account:70fad91c-69b0-45c3-8e5b-dfe3a7a56d40,70fad91c-69b0-45c3-8e5b-dfe3a7a56d40,False,3,3.0,1,1,1,1,1,22,23,14,0
T3,account:8850ab56-7202-4692-9f89-09ebc61247a1,8850ab56-7202-4692-9f89-09ebc61247a1,False,4,6.0,1,2,1,1,2,24,25,70,0
T3,account:1f414b1f-d646-4aaf-982c-237410076068,1f414b1f-d646-4aaf-982c-237410076068,False,4,9.0,1,1,2,1,1,57,57,4,0
T3,account:f4560915-fc0b-45af-afa1-b85e2c4d2f66,f4560915-fc0b-45af-afa1-b85e2c4d2f66,False,7,18.0,1,3,3,1,3,89,90,78,0
T3,account:39735f51-7eae-4c8e-928b-079a7b1078d4,39735f51-7eae-4c8e-928b-079a7b1078d4,False,6,6.0,2,2,2,2,2,60,60,22,0
T3,account:df44b158-40e9-4376-b130-43c7f67c6ec9,df44b158-40e9-4376-b130-43c7f67c6ec9,False,4,6.0,1,2,1,1,2,36,36,21,0
T3,account:43601ca5-7446-4ea1-9fc2-5545eec2b168,43601ca5-7446-4ea1-9fc2-5545eec2b168,False,3,3.0,1,1,1,1,1,26,26,72,0
T3,account:0f12ecd1-999f-4bd1-bd23-c28257194fd6,0f12ecd1-999f-4bd1-bd23-c28257194fd6,False,4,6.0,1,1,2,1,1,32,32,46,0
T3,account:e95011fd-4d62-4918-b88a-82a6d7323486,e95011fd-4d62-4918-b88a-82a6d7323486,False,7,24.0,3,3,1,3,3,43,45,63,0
T3,account:05edfdd1-51fd-4a0e-b0b8-f00c6a7bf0fb,05edfdd1-51fd-4a0e-b0b8-f00c6a7bf0fb,False,3,3.0,1,1,1,1,1,29,29,69,0
T3,account:5780e854-abfe-491a-a781-72e64a42c55c,5780e854-abfe-491a-a781-72e64a42c55c,False,4,6.0,1,1,2,1,1,55,55,46,0
T3,account:10969c62-96ca-462c-a502-1a6eea223582,10969c62-96ca-462c-a502-1a6eea223582,False,4,9.0,2,1,1,2,1,40,40,1,0
T3,account:e9001a39-3774-4e5b-be29-d4d124b5fc59,e9001a39-3774-4e5b-be29-d4d124b5fc59,False,4,6.0,1,1,2,1,1,44,44,14,0
T3,account:580c08c6-0e14-4c56-bef0-ae2bfc33f9c6,580c08c6-0e14-4c56-bef0-ae2bfc33f9c6,False,5,9.0,1,1,3,1,1,67,68,52,0
T3,account:f866b003-3087-47e2-93e7-65e1a16016fa,f866b003-3087-47e2-93e7-65e1a16016fa,False,5,6.0,1,2,2,1,2,55,55,63,0
T3,account:626975e6-c361-40b0-a7d2-fcd767d01204,626975e6-c361-40b0-a7d2-fcd767d01204,False,5,21.0,2,2,1,2,2,41,41,71,0
T3,account:10315a1d-bdee-45b0-ab52-11309b2d7db9,10315a1d-bdee-45b0-ab52-11309b2d7db9,False,6,15.0,1,1,4,1,1,97,98,21,0
T3,account:3436b837-20bb-4004-ac52-ac5a007dc58c,3436b837-20bb-4004-ac52-ac5a007dc58c,False,6,6.0,2,2,2,2,2,59,60,14,0
T3,account:490e179b-1ae7-4c24-80ea-7e71f47f1e1b,490e179b-1ae7-4c24-80ea-7e71f47f1e1b,False,7,9.0,2,3,2,2,3,74,75,69,0
T3,account:3edd84ed-236c-4da2-ab48-124c02285a4f,3edd84ed-236c-4da2-ab48-124c02285a4f,False,4,9.0,1,2,1,1,2,23,23,46,0
T3,account:dfe39eac-1932-4066-bc04-36f67f72c159,dfe39eac-1932-4066-bc04-36f67f72c159,False,4,9.0,1,1,2,1,1,45,45,72,0
T3,account:6aaafe2d-d57a-4fb0-a511-3278ea23f7d9,6aaafe2d-d57a-4fb0-a511-3278ea23f7d9,False,0,0.0,0,0,0,0,0,0,0,16,13
T3,account:2355757b-5ce7-4677-adf1-3dd9e674ee18,2355757b-5ce7-4677-adf1-3dd9e674ee18,False,4,12.0,1,1,2,1,1,43,43,14,0
T3,account:01eb714e-83c9-41d1-b44e-246f4d776c20,01eb714e-83c9-41d1-b44e-246f4d776c20,False,0,0.0,0,0,0,0,0,0,0,17,14
T3,account:6b3e18f5-e541-412f-9beb-5172f5434739,6b3e18f5-e541-412f-9beb-5172f5434739,False,5,6.0,1,2,2,1,2,53,53,37,0
T3,account:4382092e-e9fc-4d86-ab4a-01bb23f830af,4382092e-e9fc-4d86-ab4a-01bb23f830af,False,7,9.0,2,2,3,2,2,82,84,21,0
T3,account:7645c541-8fb3-4cdb-b5db-b10f36c21472,7645c541-8fb3-4cdb-b5db-b10f36c21472,False,8,18.0,4,1,3,4,0,78,78,12,0
T3,account:1bc49fc3-dde9-478e-b9af-a63ed0260fc7,1bc49fc3-dde9-478e-b9af-a63ed0260fc7,False,5,12.0,2,2,1,2,2,49,49,78,0
T3,account:f4b44df4-c4fb-4e28-bf16-c710d51e4476,f4b44df4-c4fb-4e28-bf16-c710d51e4476,False,4,6.0,1,2,1,1,2,31,31,45,0
T3,account:c463364d-c83a-4791-8725-bbd9e5c23123,c463364d-c83a-4791-8725-bbd9e5c23123,False,5,9.0,3,1,1,3,1,34,34,54,0
T3,account:af046d8d-9db0-4890-93b8-6a0af226c97f,af046d8d-9db0-4890-93b8-6a0af226c97f,False,7,15.0,1,3,3,1,3,72,73,12,0
T3,account:33a1ef44-9e68-4683-951e-1f94a8efcec2,33a1ef44-9e68-4683-951e-1f94a8efcec2,False,7,15.0,3,1,3,3,1,78,79,37,0
T3,account:0501f68e-6142-4bad-bfe9-f5f529e958cc,0501f68e-6142-4bad-bfe9-f5f529e958cc,False,3,3.0,1,1,1,1,1,41,41,69,0
T3,account:8c1baa34-df3b-4176-af5a-85581bdaa2bd,8c1baa34-df3b-4176-af5a-85581bdaa2bd,False,5,6.0,2,1,2,2,1,50,50,54,0
T3,account:3a7c3acb-d365-488a-a00d-52b2046bb5a0,3a7c3acb-d365-488a-a00d-52b2046bb5a0,False,3,6.0,1,1,1,1,1,40,40,12,0
T3,account:efae7f83-3fe4-4496-872f-f14252e5a6d1,efae7f83-3fe4-4496-872f-f14252e5a6d1,False,5,9.0,1,2,2,1,2,54,54,54,0
T3,account:970e2cd6-87c0-480f-969c-5a34448fdbe7,970e2cd6-87c0-480f-969c-5a34448fdbe7,False,3,3.0,1,1,1,1,1,17,17,12,0
T3,account:b9acedc7-eda7-4099-9de2-36b36a374568,b9acedc7-eda7-4099-9de2-36b36a374568,False,4,6.0,1,1,2,1,1,48,50,69,0
T3,account:1f887fc9-f837-4dda-aeb7-5a51e617b1ff,1f887fc9-f837-4dda-aeb7-5a51e617b1ff,False,5,6.0,2,1,2,1,1,52,52,52,0
T3,account:3166be95-d4cb-4ddb-97b9-d20036b49d3c,3166be95-d4cb-4ddb-97b9-d20036b49d3c,False,6,18.0,1,1,4,1,1,86,87,1,0
T3,account:6b10c694-643f-4381-897a-e8f099a9a6ea,6b10c694-643f-4381-897a-e8f099a9a6ea,False,7,12.0,3,2,2,3,2,76,76,45,0
T3,account:5fbfc706-35e4-47d4-8d72-5860497e4a0a,5fbfc706-35e4-47d4-8d72-5860497e4a0a,False,6,15.0,1,1,4,1,1,108,109,69,0
T3,account:61042bf0-dcec-4862-9dbb-39c3f7edcc2c,61042bf0-dcec-4862-9dbb-39c3f7edcc2c,False,5,21.0,2,2,1,2,2,35,35,63,0
T3,account:2b9a7143-2731-4b44-923f-638f0e71699e,2b9a7143-2731-4b44-923f-638f0e71699e,False,5,21.0,2,1,2,2,1,50,50,63,0
T3,account:5257ac68-7967-4478-b736-9118a42a6cb7,5257ac68-7967-4478-b736-9118a42a6cb7,False,7,12.0,3,1,3,3,1,70,72,58,0
T3,account:080f1585-57a5-41a3-b7b2-b834148836b6,080f1585-57a5-41a3-b7b2-b834148836b6,False,5,12.0,1,2,2,1,2,57,57,12,0
T3,account:d2cda25b-48b2-4acb-baa0-6b207eb68f41,d2cda25b-48b2-4acb-baa0-6b207eb68f41,False,8,21.0,3,2,3,3,2,85,85,72,0
T3,account:dfc638ce-e1f0-409e-8dde-3d0b216875f2,dfc638ce-e1f0-409e-8dde-3d0b216875f2,False,7,12.0,2,2,3,2,2,71,72,71,0
T3,account:063123a9-60ae-4bfa-be94-6956962a0586,063123a9-60ae-4bfa-be94-6956962a0586,False,4,6.0,2,1,1,2,1,31,31,12,0
T3,account:17da461b-4beb-4ff8-91f2-f2022168effb,17da461b-4beb-4ff8-91f2-f2022168effb,False,6,12.0,2,1,3,2,1,67,68,46,0
T3,account:d7991fc2-7da9-46d9-8fef-a55c8598fc69,d7991fc2-7da9-46d9-8fef-a55c8598fc69,False,3,9.0,1,1,1,1,1,24,24,78,0
T3,account:a2720e29-7b3a-4141-a9fe-4a47faff049a,a2720e29-7b3a-4141-a9fe-4a47faff049a,False,7,9.0,2,3,2,2,3,72,72,58,0
T3,account:d611992d-18bc-451e-ae64-7726160443c3,d611992d-18bc-451e-ae64-7726160443c3,False,9,15.0,3,2,4,3,1,106,108,72,0
T3,account:024e9eb8-0d63-489d-8630-a8e0cc77e691,024e9eb8-0d63-489d-8630-a8e0cc77e691,False,4,9.0,1,1,2,1,1,44,44,54,0
T3,account:04342c5c-68e7-4a9d-a6e5-e8606d3f547c,04342c5c-68e7-4a9d-a6e5-e8606d3f547c,False,4,6.0,1,1,2,1,1,51,51,21,0
T3,account:f69ffa0c-5f5f-4712-ae7a-f27a91968452,f69ffa0c-5f5f-4712-ae7a-f27a91968452,False,3,3.0,1,1,1,1,1,31,31,12,0
T3,account:8a8bcfec-69ee-4a5d-a931-ffd9219f526a,8a8bcfec-69ee-4a5d-a931-ffd9219f526a,False,8,12.0,3,2,3,3,2,76,78,78,0
T3,account:32b35439-b91a-4681-966f-02ba31bfcea5,32b35439-b91a-4681-966f-02ba31bfcea5,False,3,9.0,1,1,1,1,1,16,16,21,0
T3,account:95deb2aa-d60f-4cbb-ab75-b1fd60f843ec,95deb2aa-d60f-4cbb-ab75-b1fd60f843ec,False,7,12.0,2,2,3,2,2,72,73,78,0
T3,account:6346c189-f352-4eaa-ac1e-1d989efb9cfa,6346c189-f352-4eaa-ac1e-1d989efb9cfa,False,8,12.0,3,3,2,3,2,58,59,14,0
T3,account:51a10c39-885d-4104-ad4a-d158efc122bc,51a10c39-885d-4104-ad4a-d158efc122bc,False,8,15.0,2,2,4,2,2,86,91,12,0
T3,account:01fa322a-6124-43fd-b22b-6b39a8592863,01fa322a-6124-43fd-b22b-6b39a8592863,False,3,3.0,1,1,1,1,1,25,25,63,0
T3,account:763de16c-3967-4d73-9ebd-3c2b00864784,763de16c-3967-4d73-9ebd-3c2b00864784,False,7,12.0,2,2,3,2,2,78,78,12,0
T3,account:e3cd8cc1-b5c6-4d29-bb40-a900018c5a4b,e3cd8cc1-b5c6-4d29-bb40-a900018c5a4b,False,4,9.0,1,1,2,1,1,44,44,58,0
T3,account:30254099-b0bd-440f-9d59-ad6654b4af91,30254099-b0bd-440f-9d59-ad6654b4af91,False,5,12.0,2,1,2,2,1,60,60,45,0
T3,account:e4452fc9-5d8d-434f-b3e8-f5d47ab6b4b3,e4452fc9-5d8d-434f-b3e8-f5d47ab6b4b3,False,5,6.0,2,1,2,2,1,49,49,22,0
T3,account:d5ae7ce1-5b67-4694-8cd6-39d45950edc3,d5ae7ce1-5b67-4694-8cd6-39d45950edc3,False,4,6.0,1,1,2,1,1,48,48,69,0
T3,account:d72071eb-8137-4476-a0b5-819361cf5416,d72071eb-8137-4476-a0b5-819361cf5416,False,4,6.0,1,1,2,1,1,38,38,22,0
T3,account:1551c61b-47fb-400e-ae11-3e35fe5fac20,1551c61b-47fb-400e-ae11-3e35fe5fac20,False,3,3.0,1,1,1,1,1,32,32,69,0
T3,account:612f6337-f0e8-45f5-83ae-af8f3ef61145,612f6337-f0e8-45f5-83ae-af8f3ef61145,False,7,24.0,3,1,3,3,1,82,85,22,0
T3,account:0bba7fa9-eca6-4aaf-adf7-ed5565c8ffc7,0bba7fa9-eca6-4aaf-adf7-ed5565c8ffc7,False,4,6.0,1,2,1,1,2,36,36,54,0
T3,account:b266593a-c155-44a6-a38c-0f6dbe2782ac,b266593a-c155-44a6-a38c-0f6dbe2782ac,False,7,12.0,3,1,3,3,1,82,84,1,0
T3,account:591e7380-6f76-4edf-a1a1-71fa82dedef3,591e7380-6f76-4edf-a1a1-71fa82dedef3,False,4,9.0,2,1,1,2,1,28,28,1,0
T3,account:65a5b3de-58c0-4f6c-a3ea-c33cdc8f8737,65a5b3de-58c0-4f6c-a3ea-c33cdc8f8737,False,5,6.0,2,2,1,2,1,36,36,12,0
T3,account:101f24fc-8cd1-4b37-b665-2d5926ba2420,101f24fc-8cd1-4b37-b665-2d5926ba2420,False,6,12.0,2,2,2,2,2,53,53,54,0
T3,account:bf81f729-8093-4d65-9ff9-869baa7ca61f,bf81f729-8093-4d65-9ff9-869baa7ca61f,False,4,6.0,1,2,1,1,2,34,34,1,0
T3,account:31405f99-6641-4a32-b112-3b8c3b059cf4,31405f99-6641-4a32-b112-3b8c3b059cf4,False,3,3.0,1,1,1,1,1,40,40,45,0
T3,account:130201ae-65a3-4dd8-a6fb-771212f97e5a,130201ae-65a3-4dd8-a6fb-771212f97e5a,False,6,9.0,2,2,2,2,2,53,53,70,0
T3,account:35b0d8bc-fcfa-43ee-82ed-625cac95f5ee,35b0d8bc-fcfa-43ee-82ed-625cac95f5ee,False,8,15.0,3,3,2,3,3,69,69,71,0
T3,account:306ca611-6f5b-46d8-8a24-177fd2aa66c7,306ca611-6f5b-46d8-8a24-177fd2aa66c7,False,4,15.0,1,2,1,1,2,36,36,78,0
T3,account:a41e2bf8-d46a-4d88-a21d-deaa94b911c7,a41e2bf8-d46a-4d88-a21d-deaa94b911c7,False,4,6.0,1,1,2,1,1,44,44,46,0
T3,account:8d5f871a-db27-4d69-8217-68b6ae882892,8d5f871a-db27-4d69-8217-68b6ae882892,False,5,9.0,2,2,1,2,2,46,46,70,0
T3,account:9197c8ff-2f90-444b-9566-a2ef2e8cc042,9197c8ff-2f90-444b-9566-a2ef2e8cc042,False,8,21.0,2,4,2,2,3,56,57,45,0
T3,account:299fb2e9-b6f4-44c9-8531-754389abeced,299fb2e9-b6f4-44c9-8531-754389abeced,False,3,3.0,1,1,1,1,1,24,24,12,0
T3,account:02d284d0-b18f-4b21-bde7-3d1c0d573ec5,02d284d0-b18f-4b21-bde7-3d1c0d573ec5,False,7,12.0,1,3,3,1,2,61,61,12,0
T3,account:2412482e-abd4-48fa-8ff8-a24f926016e8,2412482e-abd4-48fa-8ff8-a24f926016e8,False,3,3.0,1,1,1,1,1,28,28,52,0
T3,account:f4aba7f8-71de-4acd-8266-005269fbdb18,f4aba7f8-71de-4acd-8266-005269fbdb18,False,5,9.0,1,1,3,1,1,59,60,52,0
T3,account:a6f17438-e840-44e9-b0e6-0dea50cb0c8a,a6f17438-e840-44e9-b0e6-0dea50cb0c8a,False,3,3.0,1,1,1,1,1,24,25,54,0
T3,account:5bc359e9-966c-46fe-92e6-685c1770835d,5bc359e9-966c-46fe-92e6-685c1770835d,False,3,9.0,1,1,1,1,1,27,27,78,0
T3,account:5453b2a7-420b-4387-a957-49faec939246,5453b2a7-420b-4387-a957-49faec939246,False,7,18.0,2,2,3,2,2,72,74,12,0
T3,account:dd91d734-4943-4033-a391-9d1fad71090e,dd91d734-4943-4033-a391-9d1fad71090e,False,6,6.0,2,2,2,2,2,55,55,14,0
T3,account:0733470c-a4d9-4571-b6e6-f791133b8b5f,0733470c-a4d9-4571-b6e6-f791133b8b5f,False,6,12.0,2,1,3,2,1,71,71,69,0
T3,account:bb3517df-0ba5-43e2-ba93-3b01386ce2fb,bb3517df-0ba5-43e2-ba93-3b01386ce2fb,False,5,9.0,3,1,1,3,1,45,45,45,0
T3,account:7396828b-3329-47fe-8a8b-732f345bb056,7396828b-3329-47fe-8a8b-732f345bb056,False,5,12.0,2,1,2,2,1,49,49,52,0
T3,account:8a0b2d54-cabf-402d-9338-59afbdb9f507,8a0b2d54-cabf-402d-9338-59afbdb9f507,False,0,0.0,0,0,0,0,0,0,0,18,15
T3,account:deba1f8c-1f84-4c55-a696-b770971a4bf4,deba1f8c-1f84-4c55-a696-b770971a4bf4,False,5,6.0,2,2,1,2,1,34,34,72,0
T3,account:43b15501-f8d1-4d0c-9c55-f98da929420e,43b15501-f8d1-4d0c-9c55-f98da929420e,False,7,12.0,1,3,3,1,3,77,78,70,0
T3,account:90d88ff8-7057-408a-8e72-5e14587a384c,90d88ff8-7057-408a-8e72-5e14587a384c,False,5,15.0,2,1,2,2,1,47,47,45,0
T3,account:b4459cd0-80a0-482f-858a-99f72aac5052,b4459cd0-80a0-482f-858a-99f72aac5052,False,8,15.0,3,3,2,3,3,60,61,63,0
T3,account:080558c2-7bb2-4953-b00e-ccbf3a7074b8,080558c2-7bb2-4953-b00e-ccbf3a7074b8,False,3,3.0,1,1,1,1,1,24,24,63,0
T3,account:c833b27c-d701-43e7-85bc-f5ff7ef18f33,c833b27c-d701-43e7-85bc-f5ff7ef18f33,False,5,12.0,1,3,1,1,3,35,35,37,0
T3,account:9b328ec7-c212-4977-b503-b0c5b6ef4b7b,9b328ec7-c212-4977-b503-b0c5b6ef4b7b,False,4,9.0,1,1,2,1,1,40,41,14,0
T3,account:ee1678ad-76a4-440b-93a3-204946d788fd,ee1678ad-76a4-440b-93a3-204946d788fd,False,6,21.0,2,1,3,2,1,65,66,22,0
T3,account:1f01224f-d570-4717-b590-39e4fb4a881b,1f01224f-d570-4717-b590-39e4fb4a881b,False,6,12.0,2,1,3,2,1,67,67,70,0
T3,account:af157362-47cd-4dc8-af79-a5ee40e82fba,af157362-47cd-4dc8-af79-a5ee40e82fba,False,6,12.0,2,1,3,2,1,79,79,21,0
T3,account:e1b3e914-4765-4d54-bdc7-2db624954658,e1b3e914-4765-4d54-bdc7-2db624954658,False,9,27.0,3,2,4,3,2,88,89,29,0
T3,account:17c9164a-4545-434d-8c24-537b13220929,17c9164a-4545-434d-8c24-537b13220929,False,3,6.0,1,1,1,1,1,23,23,58,0
T3,account:af4f617a-1b39-4bed-a4ca-29eb9f9e8e5e,af4f617a-1b39-4bed-a4ca-29eb9f9e8e5e,False,5,12.0,1,2,2,1,2,48,49,14,0
T3,account:1ae9b956-5f18-4f51-ab7a-ee57ac26677b,1ae9b956-5f18-4f51-ab7a-ee57ac26677b,False,4,6.0,1,2,1,1,2,26,26,45,0
T3,account:25ae8ef4-511e-497e-aeec-39f90ff99429,25ae8ef4-511e-497e-aeec-39f90ff99429,False,6,15.0,1,2,3,1,2,73,73,71,0
T3,account:88757187-c074-4599-aa79-188c9ef84f58,88757187-c074-4599-aa79-188c9ef84f58,False,8,18.0,1,2,5,1,2,103,106,71,0
T3,account:bcd413c5-18e5-4aa3-bcd2-27ad329acaff,bcd413c5-18e5-4aa3-bcd2-27ad329acaff,False,3,3.0,1,1,1,1,1,35,35,52,0
T3,account:dfdd12d4-1d16-4f02-8fca-5604e2354787,dfdd12d4-1d16-4f02-8fca-5604e2354787,False,3,3.0,1,1,1,1,1,27,27,1,0
T3,account:0562a718-8e2b-4055-9def-6c4afa4d5d53,0562a718-8e2b-4055-9def-6c4afa4d5d53,False,7,21.0,1,2,4,1,1,98,100,4,0
T3,account:0a5a0b09-c9be-4c9b-8e21-4fa743ab82c1,0a5a0b09-c9be-4c9b-8e21-4fa743ab82c1,False,3,6.0,1,1,1,1,1,24,25,63,0
T3,account:160522e9-33db-45cf-af7b-29af81d3345b,160522e9-33db-45cf-af7b-29af81d3345b,False,5,15.0,1,2,2,1,2,48,48,71,0
T3,account:c4426bae-a69c-47b2-8e1e-22e42b2e9142,c4426bae-a69c-47b2-8e1e-22e42b2e9142,False,5,12.0,1,2,2,0,1,41,41,69,0
T3,account:953b9ea4-9254-4bad-8e80-684a2ebace6b,953b9ea4-9254-4bad-8e80-684a2ebace6b,False,3,6.0,1,1,1,1,1,31,31,69,0
