device_id,device_type
3f7ee4d6-5695-4dc7-9d1c-5e651fd0cf97,tablet
7ba78957-2c07-46e3-b561-754dcc5381a8,mobile
6918b6eb-0adf-4eb9-85f0-c65b389d6d33,tablet
b42ccf90-1432-4bf0-8b62-52384f321fe6,mobile
2da8dda4-c3ba-4d1d-9ef6-23c26a39371b,tablet
bdfc9d3d-6292-4688-96f7-f0960a313179,desktop
f06540f3-99a4-425a-8106-8f05045411c9,tablet
77621442-127a-4e7d-9fa1-a37391a0a712,tablet
d42ccf34-96f6-476f-8071-75fd7054d18e,tablet
2d1443e0-cfd7-4804-9da2-258fed3e4097,desktop
551c9f08-39d0-4866-b0b9-d9288fcf5792,mobile
151d9442-bfc5-407b-90ad-14d893e2de11,tablet
b910814f-c577-407f-8d4c-14c44b76ca90,desktop
33bbec58-d917-433b-9c54-ff98fcb2cd0a,mobile
ac1fedb3-d222-4b0b-bd00-82f400370e60,desktop
2836e780-9d38-4288-9026-d8b5f7129b23,mobile
e4653a2e-5e09-452f-b43b-37dd3291b65c,desktop
1f57d46b-d424-45fd-b2da-8bf1efcb69c9,desktop
f5c000c1-e696-45c5-84ae-a9b9cd9703df,desktop
4832b675-3dc7-4e3f-8c73-dacc0dc8453d,desktop
3417b4a6-671e-410b-b8dd-d771187b6b72,desktop
2a026082-ca1f-44f7-b4fe-a2525be653c1,tablet
f18b385a-9662-43a3-b0a0-464755eeae12,tablet
e7b5981b-a7af-439f-b134-02ac7f8a9c0b,mobile
b3edb127-64b6-4926-bbb7-2ed7a8dccebf,tablet
b4279472-9208-4335-a5bd-390877ff15c1,desktop
b2d34183-bcef-43e8-a2b5-58d8e1e6da0f,desktop
bce37064-3f2f-4581-bb3a-477d2be35193,tablet
67b00623-19c1-4fb9-a038-4c21163783f6,mobile
70c9ce1d-ef74-4436-9b92-bec416a007e7,mobile
6fc5d5ed-ca56-43cb-8cbe-f3b6b7f63589,mobile
16447c42-de63-47a3-b77a-b1edafd0cde8,tablet
7da2b6d3-c785-412f-99b8-adce321e5293,desktop
4fdb78a7-8034-4979-89be-f8f4065e0188,mobile
7972b852-84e7-4604-8f00-08f007d5e103,mobile
d835f7d1-92e8-47bc-b6c1-3060a051d9a2,mobile
195785cd-eb48-404c-9639-09658ae87604,desktop
65933baf-b11a-4622-993e-bfcdd4968c4e,desktop
41926fba-d5a5-41f8-92a9-3aa011d5e3f9,mobile
9ea59ef1-b2cc-4695-9ccc-44dcc5ed3776,desktop
25054eb6-10f3-4b1f-b171-8c4e22a5c303,mobile
fb2af736-8b89-4c39-a3dd-83e600a5988d,tablet
d7400806-1344-404c-a88a-7c556fc03e6f,mobile
71fed034-4d93-4efc-8a61-bce61af1f86e,tablet
3fa883fe-e4a9-4e5e-b9ed-0d9eafce5bfb,desktop
dc456ed3-ee6c-4273-b904-fdf19f3b7f14,mobile
8db7e340-92e5-4497-a482-06669b22405e,desktop
18733e87-0671-449b-98dd-90ccf3a65c2c,mobile
a9a32ff3-b004-4e20-a063-78cf290a9d94,tablet
a6f8ba44-08b9-45ef-bb7f-d68ed48865b2,desktop
